본문,결과
"대학 입학하기 전까지 내 생애 과정 일련 설명하자면 일단 집이 어린이집해서 오냐오냐 자랐다 어려서부터 뚱뚱했고 안경썼음 피부는 집에서 뭐 맨날 발라줬는데도 여드름 ㅈㄴ 나더라 그리고 집에서 신기하게 나만 단신이였음 유니크 유전자 ㅆㅅㅌㅊ ㅇㅈ? 집에서 키크라고 한달에 100만원씩 들여서 뭔 약도 먹이고 그랬는데 안 크더라 ㅅㅅㅅ 암튼 그당시만 해도 김정은이 누군지 다들 잘 모를때라 딱히 화재 안되었음 취미는 일본애니나 미드보기였고 하렘 소설 많이봐서 자연스레 영어나 일본어, 언어를 잘하게 되었다 수리는 수리과외 ㅈㄴ 받아서 올라감 암튼 서울 K대 입학 씹 시골마을에서 입학 ㅆㅅㅌㅊ ㅇㅈ? 친구들 연애할 떄 충분히 여자친구 사귈 역량이 되지만 그럼에도 애니만 보면서 고독한 길을 걸어온 것에 대한 보상이라고 생각한다 암튼 대학 입학하고 친구들이랑 놀때 였는데 애들이 돈이 많이 없더라 집안에 하나 뿐인 아들이었던 나는 그당시에 항상 용돈이 두둑했고 친구들이랑 술마시면 걍 내가 샀다 맨날 친구들이 같이 술먹자고 부르더라 대학 라이프 ㅆㅅㅌㅊ 씹 인싸 ㅇㅈ? 지금은 졸업해서 다들 없지만 .... 암튼 그러다 교양 수업 듣는데 팀플이란걸 하더라 그런데 학교에 무용학과가 있는데 거기 애가 같은 조가 된거임 생전 처음 연애인급 와꾸 그떄 봤다 솔직히 애니속 여자아니면 눈에 들어오지도 않았는데 진짜 말그대로 애니속 여캐 급이였다 약간 설렘 근데 애가 자꾸 나를 보면서 베시시 쳐웃더라 고딩때도 느꼈지만 여자애들이 얼굴 이야기 할때 내 이야기 나오면서 종종 웃는거 느꼈다 그떄부터 내가 아마 여자들한테 인기 있는 얼굴이구나 싶었는데 ㄹㅇ 팩트였다는걸 그때 느꼈다 암튼 조별모임하고 두번째 모임때 이제 서로 좀친해졌을 때다 밥 먹으러 가는데 내가 쏠테니 고기 먹자고 했다 씹쿨남 ㅇㅈ? 근데 또 걔가 나를 보면서 계속 웃길래 물어봤다 ""왤케 웃냐? 얼굴에 김 묻음? 잘생김?"" 근데 다들 정적이긴한데 걔 혼자 웃더라 팩폭하니깐 다들 오지게 배아팠던거지 여자애들은 이미 무용 애랑 나랑 잘되는거 보이니깐 배아파서 얼굴 찌푸린거고 걔가 근데 ""아 김정은이랑 너무 닮아서 ㅋㅋㅋ"" 그때 당시 김정은은 핫했었다 김정일이 갑자기 죽고 북한의 NEW 수령이 되어서였음 암튼 거의 조인성 공유정도급 인기였다고 보면된다 근데 다른애들도 계속 찌푸리고 있기 미안했던지 ㅈㄴ 웃더라 나도 같이 웃었다 솔직히 김정은 북한 대빵인데 걔가 나를 왕처럼 모시겠다 이런 뜻인거 같았다 암튼 기분좋게 밥먹고 조별과제를 슬슬해야 할때였다 카톡 단톡방이 있는데 걔가 궂이 나한테 갠톡을 보냈다 그때부터 씨발 이건 100퍼인거지 ㅇㅈ? ""야, 입문좌(실명쓰면 좀그러니 닉으로 쓴다)야. 뭐해?"" 씨발 ㅋㅋㅋㅋㅋ 캠퍼스 커플 라이프 머리에 펼쳐지면서 씹오지는 그림 나왔다 ㅇㅈ? ""응 ㅋㅋㅋ 과제 슬슬하려구"" ""어 안그래도 과제 때문에 말할게 있었는데..."" 씨발 대화체 쓰기 힘들다 간략히 요약하면, 자기가 무용학과 연습때매 너무 바빠서 좀 도와달라는 내용이었다 대충 짐작갔다 이거 도와주면서 서로 알아가고 싶단 내용이었다 나는 순수히 학구적으로 도와준다는 느낌으로만 접근했다 넘 쉬워보이면 질리자너 연애 고수 ㅇㅈ? 암튼 그렇게 한학기 내내 조별과제를 2인분 역할을 했다 그리고 ㅈㄴ열심히 함 학점도 잘나옴 암튼 기말 끝나고 ㅈㄴ 오랜 기다림 끝에 고백을 했다 시험 끝났는데 같이 술이나 한잔 하는거 어떻냐고 그랬는데 바빠서 미안하다고 하더라 근데 곧 방학이라 타이밍 놓칠까봐 진지하게 만나보자고 걍 상남자처럼 돌직구 날렸다 ㅆㅅㅌㅊ?",0
동아리가 방송부였는데 1교시에 장비 설치가 있어서 수업을 빠져야 했는데 우리 쌤이 깐깐해서 나는 반에 보내라고 하셨는데 내가 방송실에서 수업듣기 싫은데…하니까 부장 선배가 우리 담임쌤한테 나랑 가서 제가 애가 필요해요 이랬는데 설레더라,0
좀 오래된 이야기긴 하지만 애기해볼게 스키장 갔을때 리프트 타고 올라가서 이제 타려는데 혼자 발이 꼬여서 넘어졌는데 그 발에 신는 스키 장비라고 해야하나 어쨌든 그게 되게 길잖아 그래서 안그래도 넘어지면 일어나기 힘든데 하필 다리가 w자로 넘어져서 친구들이 도와줘도 못일어 나겠는거야 한쪽에서 잡아당기면 다른쪽이 엄청나게 땡겨서 너무 아프더라고 이렇게 넘어진건 처음이라 ‘아 어떡하지 어떡하지…’하고 잇는데 누가 날 뒤에서 껴안고 한번에 일르켜 세워준 거야 그래서 봤더니 리프트에서 내리면 앞에 직원이 있는데 그 분이 내가 넘어진거 보고 와서 도와준거였어 얼굴은 자세히 못 봤지만 잘 생겼던거 같아,0
"소개팅 잡혔는데 아직 만나지는 않고 연락만 하는 사이인데 ,상대방이 내가 말을 너무 예쁘게 한다고 주선자한테도 얘기해주고 나한테도 배워야겠다고 칭찬해주대? 아침에 일어나면 아침인사 해주고 뭐 먹는지 궁금해하고 얘기해주고 얼른 만날 날을 기다리고 있다는데, 아직 만나지도 않았는데 이렇게 호감을 보일 수 있나??",0
학원 같이 다니는 친구인데 나한테 노래 추천해달라고 해서 내가 가장 좋아하는 가수랑 노래 몇개 알려줌. 근데 그 다음날인가부터 나한테 자기 재생목록 보여주더니 자기도 그 가수 엄청 좋아하게 됐다고 내 귀에 이어폰 꽂아주면서 자기 최애 노래라고 들려줌!!,0
"회사 동기로 시작한 동료가 매번 나랑 밥 먹을때마다 수저 딱딱 놔주고 물잔도 채워주고 매너왕인데 내가 하려고 하면 한사코 막으면서 자기가 다 하겠다고 하는데, 이거 뭐야?!",0
"소개팅하고 분위기도 좋고 저녁 4시간동안 얘기하고 남자분이 다음날도 먼저 연락주시고 해서 2-3일 정도 카톡은 하는데 막상 애프터 잡자고 안하시네 그리고 어제 서로 잘 자란 얘기 하고 오늘은 선톡 없으셔. 이거 무슨 심리야? 나도 호감있고 상대도 나쁘지 않으니 연락하시는거고 애프터 날 잡자 할거같다 생각했는데, 막상 애프터도 없고 연락도 오늘 없고.. 여자가 먼저 선톡하고 애프터하면 잘 안되지?",0
그린라이트인지 아닌지 모르겠다 대학 동아리 선배였던분이 오랜만에 연락와서 같이 밥도 먹고 카페도 가고 방탈출도 해보고 카톡도 자주 하고하는데..(대화 내용은 주로 주말에 머하는지 무슨노래 좋아하는지 무슨 계절이 좋은지 몇시에 자서 몇시에 일어나는지 등등 소소한 주제들) 근데.. 그냥 선후배 관계로 오랜만에 본게 반가워서 연락하는건지 이성으로써 호감이 있는건지 모르겠다... 확실하게 좀 알고싶음 나는 이 누나 많이 좋아하고 옛날엔 짝사랑도 했었거든,1
좋아하는 남자랑 둘이 얘기하는데 일반인나와서 연애하는 프로그램 보다가 '내가 지금 이거 볼때가 아니고 내가 연애를 해야하는데' 라는 생각을 했대 이거 나한테 약간이라도 호감이 있어서 이런 말을 했다고 생각하는건 좀 오바지?ㅎ,0
관심없는 영화 같이 봐주는거 호감있는거야? 아는 오빠랑 영화보기로 했는데 그게 내취향영화거든 근데 그 오빠 취향은 아니어서 괜찮냐고 물어봤는데 괜찮다고 그러더라고! 이거 호감으로 봐도 돼? 그냥 착한걸까해서,1
이정도는 호감시그널 아니지? 술자리 초대받아서? 갔는데 계속 천천히 먹으라고 하고 대화 못끼는거같으면 끼워주고? 택시잡아주고.. 내가 쓰면서 보니까 그냥 착한거같네,0
나 싫어하는거 같아서 관심끊었는데 이러는건 뭐임? 내가 선톡하고 꽤 들이댔는데 밥먹자는거 속안좋다고 거절하고 톡 단답하고 부담스러워 하는 티내길래 연락 끊었거든? 근데 그뒤로 완전 쳐다도 안보고 냉정하게 대해서 내가 좋아하는게 그렇게 싫은가 싶어서 나도 피해줌. 그뒤로 나도 소개팅하고 잘 지내고 있는데 어제 모임있는 날에 내가 입어달라는 셔츠 입고 오고 (지난번에 그거 또 입어보라하니까 사이즈가 타이트해서 이제 안입을거라고 거절했었어) 나 쳐다보다가 내가 그쪽 보면 고개 확 돌리고; 내가 다른데 보면 내 얼굴이랑 몸을 안보는척 자꾸 봐 모임에서 다른 남자가 나한테 호감보이는 거 같으니까 계속 쳐다보고 계륵인건가 뭐야 저런 심리는,0
INFJ 남자 전형적이라 생각되는데 나는 여자고 그쪽이 남자 번호도 내가 먼저 따고 에프터도 내가 먼저 신청했는데 그쪽은 조금 무뚝뚝한 편이고 요즘 좀 말랑해짐 세심하게 챙기고 잘해주는건 있음 근데 내가 여잔데도 좀 많이 다가가야 하는 부분은 있어 자주 만나지도 못해서 좀 아쉬운 부분이 있긴 한데 성향적 부분이 있는거 같긴해서 이경우 호감일까 아닐까..?!?! 쭉직진해볼까?? 내가 어디까지 들이대나 싶어 좀 의기소침하긴 함,2
아무 호감없는 이성 동료랑 주말에 만나기 가능? 한명은 출근했고 한명은 출근 안 했는데 아무 호감없는 이성 동료랑 그냥 동료애나 심심해서 주말에 만나서 술 먹는 거 가능? 헷갈리네 ㅠ,0
여자들 술먹고 남자얼굴에 붙은 머리카락 떼주는거 무조건 호감신호라고는 할수없는거지?,0
헬스장 여직원이 마스크 벗으셔도 된다는데 이거 사귀자는 호감 표현 의미?,0
상대는 취준생 ISFP SNS 전혀 안함 좀 많이 내성적인 편 알게된지는 3개월이고 낯가림이 심해서인지 타인에 대한 방어적인 느낌이 강함 말놓는데 두달걸림;; 말놓기전까진 존댓말이 편한 그런 유형의 사람인줄...; 카톡을 해도 단답... 절대 먼저하는 법도 없고... 그마저도 첫답장은 엄청 느림 그렇다고 이어지는 답장들도 빠른 편도 아님 둘이서 시간은 자주 보냈는데 막상 만나면 또 대화는 단답도 아니고 잘 해 만나면서도 나 갖고노나 싶기도하고 이게 진짜 뭔가 싶어 차라리 카톡을 씹거나 뭐 답장을 아예 말도 안되는 간격으로 연락하거나 그러면 또 모르겠는데 그런건 또 아니어서 미치겠어 ㄹㅇ 두달전부터 상대가 사정이 생겨서 거리가 상당히 멀어지게 되고 최근에는 원서도 통과하게되면서 원래도 카톡해봐야 답장도 느린데다가 단답인데 이게 더 심해져서 카톡하다보면 정신이 나갈거 같아서 그냥 미친짓하고 2주에 한번씩 주말마다 내려가고있음 막상 내려간다고 저녁내내 보자하면 한번을 튕긴적이 없음 만나면 진짜 즐겁고 나혼자만 즐거운건 아닌거 같은데 여전히 카톡은 제자리임 이게 상대도 진짜 호감이 있는건지 하... 모르겠어 SNS 전혀 안하고 카톡 프사마저 빈화면이고 나한테만 카톡 프로필 그렇게 설정 해놨나싶어서 곁눈질로 슥 봤는데 또 그건 아닌거 같고 캐릭터 자체가 진짜 존나 소심하기도하고 아싸기질이 강해보여서 그래서그런가싶기도한데 하... 그냥 존나 상대는 맘에도 없는데 나만 좋다고 그 먼거리를 2주마다 쳐내려가서 만나는 병신이 되는 기분임 걍 가망없어? 맘 접을까? 진짜 이런 사람 첨봄 어장인가 싶다가도 한번씩 식당 알바한테 쭈삣거리는 모습보면 영 그럴 사람은 아닌거 같고... 같이 시간 보내면서 느낀점은 폰을 시간 확인용으로 쓰는 느낌 정도 받긴했는데 아무리 그래도 호감있는 상대 연락은 기다릴법하지 않나? 그냥 상식적으로 보면 내가 헛짓거리하는거 같은데 상대도 캐릭터가 흔한 캐릭터는 아니라 나혼자 오해하는거 같기도하고 이번주에 또 내려가는데 함 대놓고 물어보는게 나을까?,2
여자들 은근히 어깨 터치하는거 호감인거임? 그게 아니라 습관인거면 40대 50대 아재들한테도 그럼?,2
인프제 infj 남자들 이정도면 엄청 호감 표시지? 소개팅으로 만났는데 담날 또보자고 함 근데 담날은 내가 일정있어서 안된다고 다음주에 보자고 했는데 바로 다음날 보자고 할정도면 호감있는 거 같지? 카톡하는 건 좀 그렇게 관심있다고 크게 안느껴져서 아리까리해,1
Isfp 누나들 봐줭! 썸녀가 isfp인뎅 카톡이 잘 끊기거든? 내가 먼저 말 안걸면 말 잘 안걸고. 티키타카 잘 될때도 있긴한데 ㅋㅋ 나한테 호감이 별로 없어서 그런게 맞나?,0
이거 어장이야? 작년 12월쯤에 친구 커플 소개로 넷이서 술 마시는 자리 생김 2차에서 여성분이 폰 번호 알려달래서 알려드림 다음 날 연락하면서 둘이서 볼 날짜 정함 여성분이 운동하다 다쳐서 흐지부지됨 그렇게 연락도 안하고 지내다가 세 달만에 잘 지내냐고 연락옴 궁금해서 연락해봤다 함 둘이서 주말에 2차까지 술 마심 연락한이유가 뭐냐고 두세번 물어보니깐 처음 본 자리에서 나쁘지 않게 생각했고 뭔가 아쉬워서 연락해봤다함 2차끝나고 헤어지기전에 손 잡음 이 정도면 여성분도 나한테 어느정도는 호감 있는거야? 아니면 단순 진짜 궁금하고 심심해서 연락해본걸까?,1
이거 호감? 내가 먼저 물어보지도 않았고 관련 얘기도 안하고있었는데 갑자기 누구 닮았다 하면서 어떤 여자 연예인 닮았다고 예쁘다고 해줌 이건 진짜 백퍼 나 좋아하는거 맞지? 진짜 이건 되는 장사지? 나 진짜 고백 갈겨? 후 심장 바운스 난리 났는데 지금 후우우우,1
남자들아 이거 호감있어서 한거 맞아? 총 두번 봤고 한번 더 약속잡다가 카톡 흐지부지 끝났는데 갑자기 옷좀 봐주라고 카톡 왔는데 맞겠지?,1
이거 썸이야 아니야? 나한테 호감있는거야 아니야? 진짜 엄청 너드남인데 꾸준히 만날약속은 잡고 연락도 하는데 연락텀이 엄 청 길어 핸드폰을 일단 잘 안보는거같고 나만날때도 1번도 안봄 데이트할때 어디갈지 이런거 하~나도 안해서 내가 다 정하고 카톡도 할말없게 보내고 오늘도 약속있다고 하더니 오후부터 여태 연락없음………. 내가 썸 끝내려고 단답으로 보내면 또 대화 이어가고 약속잡고 ?? 연락없다고 여자 만나는건 절대 절대 절 대 아니고 (지인의 10년넘은 친구임 엄청난 너드라고 인정함) 집갈때 연락주길 바라는거는 여자친구도 아닌데 많이바라는거야?? 이런남자 처음봐;;;;;,1
istp 여자 잘 모르겠어요 실제로 만나면 티키타카 잘되고 서로 호감있는게 보이는데..(서로 예쁘고 잘생겼다 주접질함) 막상 카톡은 진짜 할말 없게보내거나 읽씹.. 그리고 전화도 본인이 갑자기 해서 자기 할말만 하다가 집들어가니깐 피곤해서 끊음.. 이거 저한테 호감있는게 맞나요?,2
